INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I152086029,00724,Auto Theft,AUTO THEFT,D4,134,,2015-10-16 14:19:00,2015,10,Friday,14,Part One,BOYLSTON ST,42.35067063,-71.07520557,"(42.35067063, -71.07520557)"
I152085928,00724,Auto Theft,AUTO THEFT,A7,24,,2015-10-16 07:00:00,2015,10,Friday,7,Part One,EUTAW ST,42.37885719,-71.03855550,"(42.37885719, -71.03855550)"
I152085922,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,B3,444,,2015-10-16 05:11:00,2015,10,Friday,5,Part One,ESMOND ST,42.29691612,-71.08363894,"(42.29691612, -71.08363894)"
I152085745,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),E5, ,,2015-10-15 15:27:00,2015,10,Thursday,15,Other,SHREWSBURY RD,,,"(0.00000000, 0.00000000)"
I152085696,00724,Auto Theft,AUTO THEFT,D4,151,,2015-10-15 12:53:00,2015,10,Thursday,12,Part One,APPLETON ST,,,"(0.00000000, 0.00000000)"
I152085683,00724,Auto Theft,AUTO THEFT,A7,26,,2015-10-15 11:00:00,2015,10,Thursday,11,Part One,BORDER ST,42.38229155,-71.04036424,"(42.38229155, -71.04036424)"
I152085637,00724,Auto Theft,AUTO THEFT,E13,570,,2015-10-15 08:50:00,2015,10,Thursday,8,Part One,FOREST HILLS ST,42.30492239,-71.10298073,"(42.30492239, -71.10298073)"
I152085511,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,A1,123,,2015-10-14 18:12:00,2015,10,Wednesday,18,Part One,WASHINGTON ST,42.34874245,-71.06396897,"(42.34874245, -71.06396897)"
I152085471,00724,Auto Theft,AUTO THEFT,B3,439,,2015-10-14 15:15:00,2015,10,Wednesday,15,Part One,STRATTON ST,42.28933096,-71.08351742,"(42.28933096, -71.08351742)"
I152085453,00724,Auto Theft,AUTO THEFT,E5,680,,2015-10-10 21:15:00,2015,10,Saturday,21,Part One,COHASSET ST,42.28503920,-71.13093078,"(42.28503920, -71.13093078)"
I152085415,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,A1,98,,2015-10-09 15:00:00,2015,10,Friday,15,Part One,STATE ST,42.35885076,-71.05696533,"(42.35885076, -71.05696533)"
I152085389,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C11,350,,2015-10-14 09:57:00,2015,10,Wednesday,9,Other,FREEPORT ST,42.30441894,-71.05571827,"(42.30441894, -71.05571827)"
I152085366,00724,Auto Theft,AUTO THEFT,B3,427,,2015-10-10 13:00:00,2015,10,Saturday,13,Part One,NORFOLK ST,42.27759869,-71.09136804,"(42.27759869, -71.09136804)"
I152085261,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B3,465,,2015-10-10 23:00:00,2015,10,Saturday,23,Part One,BLUE HILL AVE,42.28635986,-71.09088284,"(42.28635986, -71.09088284)"
I152085234,00724,Auto Theft,AUTO THEFT,E18,507,,2015-10-13 19:56:00,2015,10,Tuesday,19,Part One,HYDE PARK AVE,42.28746287,-71.11847944,"(42.28746287, -71.11847944)"
I152085220,00724,Auto Theft,AUTO THEFT,E13,636,,2015-10-13 19:43:00,2015,10,Tuesday,19,Part One,PAUL GORE ST,42.32061012,-71.11036012,"(42.32061012, -71.11036012)"
I152085194,00724,Auto Theft,AUTO THEFT,C11,387,,2015-10-13 17:50:00,2015,10,Tuesday,17,Part One,BUTLER ST,42.27194390,-71.06253785,"(42.27194390, -71.06253785)"
I152085128,00724,Auto Theft,AUTO THEFT,A15,57,,2015-10-12 15:00:00,2015,10,Monday,15,Part One,MONUMENT ST,42.37765121,-71.06007636,"(42.37765121, -71.06007636)"
I152085039,00724,Auto Theft,AUTO THEFT,B2,311,,2015-10-10 19:30:00,2015,10,Saturday,19,Part One,WARREN ST,42.31865102,-71.08162344,"(42.31865102, -71.08162344)"
I152084922,00724,Auto Theft,AUTO THEFT,D4,131,,2015-10-12 20:00:00,2015,10,Monday,20,Part One,BEACON ST,42.35393998,-71.07802992,"(42.35393998, -71.07802992)"
I152084922,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D4,131,,2015-10-12 20:00:00,2015,10,Monday,20,Other,BEACON ST,42.35393998,-71.07802992,"(42.35393998, -71.07802992)"
I152084877,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,A1,105,,2015-10-12 13:10:00,2015,10,Monday,13,Part One,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)"
I152084798,00724,Auto Theft,AUTO THEFT,B2,317,,2015-10-11 19:00:00,2015,10,Sunday,19,Part One,RUTHVEN ST,42.31202047,-71.08851632,"(42.31202047, -71.08851632)"
I152084782,00724,Auto Theft,AUTO THEFT,B2,330,,2015-11-04 14:00:00,2015,11,Wednesday,14,Part One,BLUE HILL AVE,42.30782140,-71.08354076,"(42.30782140, -71.08354076)"
I152084642,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,E5,680,,2015-10-11 18:00:00,2015,10,Sunday,18,Part One,WASHINGTON ST,42.28537376,-71.12928626,"(42.28537376, -71.12928626)"
I152084611,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,464,,2015-10-11 18:14:00,2015,10,Sunday,18,Other,GREENOCK ST,42.29042450,-71.09049092,"(42.29042450, -71.09049092)"
I152084577,00724,Auto Theft,AUTO THEFT,D4,962,,2015-10-11 15:47:00,2015,10,Sunday,15,Part One,W DEDHAM ST,42.34186765,-71.07272215,"(42.34186765, -71.07272215)"
I152084558,00724,Auto Theft,AUTO THEFT,B3,444,,2015-10-11 14:14:00,2015,10,Sunday,14,Part One,BICKNELL ST,42.29746606,-71.08274310,"(42.29746606, -71.08274310)"
I152084448,00724,Auto Theft,AUTO THEFT,C11,348,,2015-10-10 12:00:00,2015,10,Saturday,12,Part One,FREEPORT ST,42.30573129,-71.05755949,"(42.30573129, -71.05755949)"
I152084446,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,331,,2015-10-11 01:09:00,2015,10,Sunday,1,Part One,COLUMBIA RD,42.31236298,-71.06890381,"(42.31236298, -71.06890381)"
I152084440,00724,Auto Theft,AUTO THEFT,E13,304,,2015-10-11 01:22:00,2015,10,Sunday,1,Part One,WASHINGTON ST,42.31615184,-71.09795135,"(42.31615184, -71.09795135)"
I152084401,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,C11,403,,2015-10-10 23:08:00,2015,10,Saturday,23,Part One,WASHINGTON ST,42.27913786,-71.06970635,"(42.27913786, -71.06970635)"
I152084319,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,E13,636,,2015-10-10 15:43:00,2015,10,Saturday,15,Part One,PAUL GORE ST,42.32061012,-71.11036012,"(42.32061012, -71.11036012)"
I152084257,00724,Auto Theft,AUTO THEFT,D4,135,,2015-10-10 12:43:00,2015,10,Saturday,12,Part One,,,,"(0.00000000, 0.00000000)"
I152084232,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,612,,2015-10-09 17:30:00,2015,10,Friday,17,Part One,LONGWOOD AVE,42.33614412,-71.10091354,"(42.33614412, -71.10091354)"
I152084197,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C11,235,,2015-10-10 02:51:00,2015,10,Saturday,2,Other,DORCHESTER AVE,42.32029322,-71.05676992,"(42.32029322, -71.05676992)"
I152084157,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,A1,67,,2015-10-09 19:30:00,2015,10,Friday,19,Part One,S RUSSELL ST,42.36022674,-71.06597730,"(42.36022674, -71.06597730)"
I152084157,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),A1,67,,2015-10-09 19:30:00,2015,10,Friday,19,Other,S RUSSELL ST,42.36022674,-71.06597730,"(42.36022674, -71.06597730)"
I152084098,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,457,,2015-10-09 18:29:00,2015,10,Friday,18,Other,BLUE HILL AVE,42.29993995,-71.08621901,"(42.29993995, -71.08621901)"
I152084006,00724,Auto Theft,AUTO THEFT,B3,435,,2015-10-09 13:10:00,2015,10,Friday,13,Part One,NORFOLK ST,42.28861662,-71.07556590,"(42.28861662, -71.07556590)"
I152083969,00724,Auto Theft,AUTO THEFT,A7,25,,2015-10-07 10:00:00,2015,10,Wednesday,10,Part One,PUTNAM ST,42.38165754,-71.03341997,"(42.38165754, -71.03341997)"
I152083952,00724,Auto Theft,AUTO THEFT,B3,434,,2015-10-09 10:53:00,2015,10,Friday,10,Part One,MILTON AVE,42.28347978,-71.07645408,"(42.28347978, -71.07645408)"
I152083946,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,236,,2015-10-08 22:00:00,2015,10,Thursday,22,Part One,E COTTAGE ST,42.31853245,-71.05778998,"(42.31853245, -71.05778998)"
I152083911,00724,Auto Theft,AUTO THEFT,D14,785,,2015-10-08 18:30:00,2015,10,Thursday,18,Part One,CLAYMOSS RD,42.34323532,-71.14361188,"(42.34323532, -71.14361188)"
I152083733,00724,Auto Theft,AUTO THEFT,E13,572,,2015-10-08 13:34:05,2015,10,Thursday,13,Part One,COLUMBUS AVE,42.31408477,-71.09624126,"(42.31408477, -71.09624126)"
I152083714,00724,Auto Theft,AUTO THEFT,D4,271,,2015-10-08 14:36:21,2015,10,Thursday,14,Part One,E LENOX ST,42.33486614,-71.07855180,"(42.33486614, -71.07855180)"
I152083712,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,E18,481,,2015-10-06 04:00:00,2015,10,Tuesday,4,Part One,HOLLINGSWORTH ST,42.26809427,-71.09909970,"(42.26809427, -71.09909970)"
I152083614,00724,Auto Theft,AUTO THEFT,E18,479,,2015-10-08 08:27:00,2015,10,Thursday,8,Part One,CUMMINS HWY,42.27156283,-71.10594428,"(42.27156283, -71.10594428)"
I152083614,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),E18,479,,2015-10-08 08:27:00,2015,10,Thursday,8,Other,CUMMINS HWY,42.27156283,-71.10594428,"(42.27156283, -71.10594428)"
I152083537,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B3,417,,2015-10-01 13:50:00,2015,10,Thursday,13,Part One,ARMANDINE ST,42.28431486,-71.07410838,"(42.28431486, -71.07410838)"
I152083421,00724,Auto Theft,AUTO THEFT,B2,611,,2015-10-02 22:00:00,2015,10,Friday,22,Part One,HUNTINGTON AVE,42.33326323,-71.10848410,"(42.33326323, -71.10848410)"
I152083419,00724,Auto Theft,AUTO THEFT,A7,24,,2015-10-07 07:00:00,2015,10,Wednesday,7,Part One,BROOKS ST,42.38019818,-71.03598007,"(42.38019818, -71.03598007)"
I152083377,00724,Auto Theft,AUTO THEFT,D14,800,,2015-10-06 20:00:00,2015,10,Tuesday,20,Part One,GARDNER ST,42.35367844,-71.12861785,"(42.35367844, -71.12861785)"
I152083373,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B2,287,,2015-10-07 13:26:00,2015,10,Wednesday,13,Other,WASHINGTON ST,42.33044113,-71.08373481,"(42.33044113, -71.08373481)"
I152083283,00724,Auto Theft,AUTO THEFT,A1,82,,2015-10-07 09:58:00,2015,10,Wednesday,9,Part One,COMMERCIAL ST,42.36763369,-71.05370469,"(42.36763369, -71.05370469)"
I152083156,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,273,,2015-10-06 18:55:00,2015,10,Tuesday,18,Part One,LENOX ST,42.33593698,-71.08008791,"(42.33593698, -71.08008791)"
I152083139,00724,Auto Theft,AUTO THEFT,C11,388,,2015-10-06 11:00:00,2015,10,Tuesday,11,Part One,GALLIVAN BLVD,42.28032991,-71.06444831,"(42.28032991, -71.06444831)"
I152083063,00724,Auto Theft,AUTO THEFT,E18,497,,2015-10-06 07:00:00,2015,10,Tuesday,7,Part One,HUNTINGTON AVE,42.26886966,-71.11802566,"(42.26886966, -71.11802566)"
I152083040,00724,Auto Theft,AUTO THEFT,C6,177,,2015-10-05 11:00:00,2015,10,Monday,11,Part One,MASSACHUSETTS AVE,42.32779976,-71.06771009,"(42.32779976, -71.06771009)"
I152083004,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C11,378,,2015-10-06 12:15:00,2015,10,Tuesday,12,Other,PIERCE AVE,42.28743256,-71.05263870,"(42.28743256, -71.05263870)"
I152082961,00724,Auto Theft,AUTO THEFT,C11,340,,2015-09-27 19:00:00,2015,9,Sunday,19,Part One,HOMES AVE,42.30411560,-71.06424576,"(42.30411560, -71.06424576)"
I152082950,00724,Auto Theft,AUTO THEFT,C11,358,,2015-10-06 00:00:00,2015,10,Tuesday,0,Part One,CLAYBOURNE ST,42.29653192,-71.07125916,"(42.29653192, -71.07125916)"
I152082946,00724,Auto Theft,AUTO THEFT,B3,444,,2015-10-05 20:30:00,2015,10,Monday,20,Part One,,,,"(0.00000000, 0.00000000)"
I152082934,00724,Auto Theft,AUTO THEFT,B3,468,,2015-10-06 08:42:00,2015,10,Tuesday,8,Part One,HAZLETON ST,42.28152567,-71.09700335,"(42.28152567, -71.09700335)"
I152082934,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,468,,2015-10-06 08:42:00,2015,10,Tuesday,8,Other,HAZLETON ST,42.28152567,-71.09700335,"(42.28152567, -71.09700335)"
I152082856,00724,Auto Theft,AUTO THEFT,D4,149,,2015-10-05 21:36:00,2015,10,Monday,21,Part One,HOLYOKE ST,42.34485353,-71.07803266,"(42.34485353, -71.07803266)"
I152082792,00724,Auto Theft,AUTO THEFT,A1,123,,2015-10-05 06:45:00,2015,10,Monday,6,Part One,NASSAU ST,42.34880604,-71.06285447,"(42.34880604, -71.06285447)"
I152082751,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),E5,677,,2015-10-05 15:04:00,2015,10,Monday,15,Other,CENTRE ST,42.28844377,-71.14368870,"(42.28844377, -71.14368870)"
I152082736,00724,Auto Theft,AUTO THEFT,C11,236,,2015-10-03 14:00:00,2015,10,Saturday,14,Part One,DORCHESTER AVE,42.31850987,-71.05673679,"(42.31850987, -71.05673679)"
I152082685,00724,Auto Theft,AUTO THEFT,B2,308,,2015-09-24 22:30:00,2015,9,Thursday,22,Part One,MUNROE ST,42.31857590,-71.08767243,"(42.31857590, -71.08767243)"
I152082633,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B3,423,,2015-10-05 07:56:00,2015,10,Monday,7,Part One,BRIARCLIFF TER,42.27127878,-71.08654056,"(42.27127878, -71.08654056)"
I152082497,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,A7,824,,2015-10-04 14:48:00,2015,10,Sunday,14,Part One,LEXINGTON ST,42.37946999,-71.03278714,"(42.37946999, -71.03278714)"
I152082468,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,314,,2015-10-04 11:21:00,2015,10,Sunday,11,Part One,HOWLAND ST,42.31444840,-71.08993418,"(42.31444840, -71.08993418)"
I152082412,00724,Auto Theft,AUTO THEFT,B3,565,,2015-10-04 05:37:00,2015,10,Sunday,5,Part One,HARVARD ST,42.29190075,-71.09029516,"(42.29190075, -71.09029516)"
I152082274,00724,Auto Theft,AUTO THEFT,E5,663,,2015-10-03 01:00:00,2015,10,Saturday,1,Part One,SELWYN ST,42.29188304,-71.13442672,"(42.29188304, -71.13442672)"
I152082267,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,350,,2015-10-03 16:08:00,2015,10,Saturday,16,Part One,FREEPORT ST,42.30441894,-71.05571827,"(42.30441894, -71.05571827)"
I152082224,00724,Auto Theft,AUTO THEFT,B3,437,,2015-10-03 14:43:00,2015,10,Saturday,14,Part One,ELMHURST ST,42.28904237,-71.07657020,"(42.28904237, -71.07657020)"
I152082222,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B2, ,,2015-10-03 14:33:00,2015,10,Saturday,14,Part One,,,,"(0.00000000, 0.00000000)"
I152082123,00724,Auto Theft,AUTO THEFT,D14,802,,2015-10-02 22:30:00,2015,10,Friday,22,Part One,HARVARD AVE,42.35486542,-71.13259322,"(42.35486542, -71.13259322)"
I152081917,00724,Auto Theft,AUTO THEFT,C11,332,,2015-10-02 12:55:00,2015,10,Friday,12,Part One,COLUMBIA RD,42.31363409,-71.06778025,"(42.31363409, -71.06778025)"
I152081792,00724,Auto Theft,AUTO THEFT,E13,579,,2015-10-01 21:00:00,2015,10,Thursday,21,Part One,MILLET ST,42.29528529,-71.07740522,"(42.29528529, -71.07740522)"
I152081722,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D14,784,,2015-10-01 08:00:00,2015,10,Thursday,8,Part One,WARREN ST,42.34988575,-71.14522971,"(42.34988575, -71.14522971)"
I152081721,00724,Auto Theft,AUTO THEFT,B3,428,,2015-10-01 19:50:00,2015,10,Thursday,19,Part One,MORTON ST,42.28187061,-71.08751152,"(42.28187061, -71.08751152)"
I152081668,00724,Auto Theft,AUTO THEFT,C11,353,,2015-09-23 08:00:00,2015,9,Wednesday,8,Part One,WILLIAM T MORRISSEY BLVD,42.29896518,-71.04944203,"(42.29896518, -71.04944203)"
I152081577,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,474,,2015-10-01 10:53:00,2015,10,Thursday,10,Other,SAVANNAH AVE,42.27300675,-71.10180005,"(42.27300675, -71.10180005)"
I152081564,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),E18,482,,2015-10-01 09:50:00,2015,10,Thursday,9,Other,EDGEWATER DR,42.26485963,-71.09684579,"(42.26485963, -71.09684579)"
I152081555,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),A7,34,,2015-10-01 09:04:00,2015,10,Thursday,9,Other,SUMNER ST,42.36651102,-71.03430393,"(42.36651102, -71.03430393)"
I152081550,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C6,193,,2015-09-30 22:00:00,2015,9,Wednesday,22,Part One,ROGERS ST,42.32967465,-71.05555264,"(42.32967465, -71.05555264)"
I152081526,00724,Auto Theft,AUTO THEFT,C6,225,,2015-09-30 16:00:00,2015,9,Wednesday,16,Part One,E FIFTH ST,42.33381437,-71.04284935,"(42.33381437, -71.04284935)"
I152081525,00724,Auto Theft,AUTO THEFT,E18,497,,2015-09-30 23:00:00,2015,9,Wednesday,23,Part One,BRADLEE ST,42.26996845,-71.11753202,"(42.26996845, -71.11753202)"
I152081471,00724,Auto Theft,AUTO THEFT,B2,319,,2015-09-30 10:00:00,2015,9,Wednesday,10,Part One,MAPLE ST,42.30901919,-71.08561179,"(42.30901919, -71.08561179)"
I152081459,00724,Auto Theft,AUTO THEFT,D4,136,,2015-09-28 00:00:00,2015,9,Monday,0,Part One,MARLBOROUGH ST,42.35256908,-71.07978844,"(42.35256908, -71.07978844)"
I152081449,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,E13,508,,2015-09-29 19:30:00,2015,9,Tuesday,19,Part One,DELLMORE RD,42.29017656,-71.11863556,"(42.29017656, -71.11863556)"
I152081428,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B2,326,,2015-09-30 14:18:00,2015,9,Wednesday,14,Other,QUINCY ST,42.31369016,-71.07696741,"(42.31369016, -71.07696741)"
I152081423,00724,Auto Theft,AUTO THEFT,E13,645,,2015-09-30 15:00:00,2015,9,Wednesday,15,Part One,ALVESTON ST,42.31140302,-71.11202493,"(42.31140302, -71.11202493)"
I152081419,00724,Auto Theft,AUTO THEFT,C6,225,,2015-09-29 22:00:00,2015,9,Tuesday,22,Part One,E BROADWAY,42.33554421,-71.04075010,"(42.33554421, -71.04075010)"
I152081390,00724,Auto Theft,AUTO THEFT,B3,444,,2015-09-28 15:30:00,2015,9,Monday,15,Part One,GLENWAY ST,42.29843275,-71.08122675,"(42.29843275, -71.08122675)"
I152081364,00724,Auto Theft,AUTO THEFT,C6,187,,2015-09-30 14:21:00,2015,9,Wednesday,14,Part One,WASHBURN ST,42.32560048,-71.05761264,"(42.32560048, -71.05761264)"
I152081310,00724,Auto Theft,AUTO THEFT,D4,166,,2015-09-27 22:00:00,2015,9,Sunday,22,Part One,UNION PARK ST,42.34174227,-71.07011004,"(42.34174227, -71.07011004)"
I152081279,00724,Auto Theft,AUTO THEFT,D4,153,,2015-09-29 17:00:00,2015,9,Tuesday,17,Part One,W NEWTON ST,42.34225888,-71.07749696,"(42.34225888, -71.07749696)"
I152081258,00724,Auto Theft,AUTO THEFT,B2,237,,2015-09-30 00:15:00,2015,9,Wednesday,0,Part One,E COTTAGE ST,42.32103493,-71.06348926,"(42.32103493, -71.06348926)"
I152081157,00724,Auto Theft,AUTO THEFT,D4,271,,2015-09-28 18:00:00,2015,9,Monday,18,Part One,MASSACHUSETTS AVE,42.33548200,-71.07586449,"(42.33548200, -71.07586449)"
I152081156,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,315,,2015-08-29 12:00:00,2015,8,Saturday,12,Part One,ELM HILL AVE,42.31285033,-71.08397868,"(42.31285033, -71.08397868)"
I152081127,00724,Auto Theft,AUTO THEFT,D4,627,,2015-09-28 20:45:00,2015,9,Monday,20,Part One,BOYLSTON ST,42.34396866,-71.10001300,"(42.34396866, -71.10001300)"
I152081079,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C6,174,,2015-09-14 12:00:00,2015,9,Monday,12,Other,FRONTAGE RD,42.33796886,-71.06408210,"(42.33796886, -71.06408210)"
I152080858,00724,Auto Theft,AUTO THEFT,A1,176,,2015-09-28 20:56:00,2015,9,Monday,20,Part One,,,,"(0.00000000, 0.00000000)"
I152080767,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,D4,135,,2015-09-27 17:00:00,2015,9,Sunday,17,Part One,FAIRFIELD ST,42.35224912,-71.08344427,"(42.35224912, -71.08344427)"
I152080767,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D4,135,,2015-09-27 17:00:00,2015,9,Sunday,17,Other,FAIRFIELD ST,42.35224912,-71.08344427,"(42.35224912, -71.08344427)"
I152080763,00724,Auto Theft,AUTO THEFT,E13, ,,2015-09-28 13:30:00,2015,9,Monday,13,Part One,,,,"(0.00000000, 0.00000000)"
I152080757,00724,Auto Theft,AUTO THEFT,B2,296,,2015-09-25 13:00:00,2015,9,Friday,13,Part One,WHITING ST,42.32422876,-71.08140609,"(42.32422876, -71.08140609)"
I152080716,00724,Auto Theft,AUTO THEFT,D14,789,,2015-09-26 17:00:00,2015,9,Saturday,17,Part One,STRATHMORE RD,42.33918550,-71.15122348,"(42.33918550, -71.15122348)"
I152080716,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D14,789,,2015-09-26 17:00:00,2015,9,Saturday,17,Other,STRATHMORE RD,42.33918550,-71.15122348,"(42.33918550, -71.15122348)"
I152080706,00724,Auto Theft,AUTO THEFT,D4, ,,2015-09-28 08:50:00,2015,9,Monday,8,Part One,,,,"(0.00000000, 0.00000000)"
I152080686,00724,Auto Theft,AUTO THEFT,A7,24,,2015-09-28 01:25:00,2015,9,Monday,1,Part One,LEXINGTON ST,42.37826778,-71.03601677,"(42.37826778, -71.03601677)"
I152080628,00724,Auto Theft,AUTO THEFT,E13,640,,2015-09-27 00:00:00,2015,9,Sunday,0,Part One,CHESTNUT SQ,42.31553811,-71.10705972,"(42.31553811, -71.10705972)"
I152080605,00724,Auto Theft,AUTO THEFT,B2,316,,2015-09-26 10:00:00,2015,9,Saturday,10,Part One,HUMBOLDT AVE,42.31283412,-71.08974712,"(42.31283412, -71.08974712)"
I152080582,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,619,,2015-09-27 18:13:00,2015,9,Sunday,18,Part One,WESTLAND AVE,42.34355868,-71.08734146,"(42.34355868, -71.08734146)"
I152080476,00724,Auto Theft,AUTO THEFT,D4, ,,2015-09-26 14:30:00,2015,9,Saturday,14,Part One,,,,"(0.00000000, 0.00000000)"
I152080455,00724,Auto Theft,AUTO THEFT,A15,41,,2015-11-22 01:00:00,2015,11,Sunday,1,Part One,TREMONT ST,42.37596308,-71.05747223,"(42.37596308, -71.05747223)"
I152080408,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,254,,2015-09-26 22:00:00,2015,9,Saturday,22,Part One,AUCKLAND ST,42.31049858,-71.05675537,"(42.31049858, -71.05675537)"
I152080258,00724,Auto Theft,AUTO THEFT,C11,405,,2015-09-26 14:54:00,2015,9,Saturday,14,Part One,DORCHESTER AVE,42.27273548,-71.06792411,"(42.27273548, -71.06792411)"
I152080228,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,E13,638,,2015-09-25 21:00:00,2015,9,Friday,21,Part One,CHESTNUT AVE,42.31799725,-71.10611247,"(42.31799725, -71.10611247)"
I152080082,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B2,300,,2015-09-25 23:02:00,2015,9,Friday,23,Other,THORNTON ST,42.32218810,-71.09263314,"(42.32218810, -71.09263314)"
I152079951,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B3,439,,2015-09-24 23:30:00,2015,9,Thursday,23,Part One,WESTVIEW ST,42.29087590,-71.08274055,"(42.29087590, -71.08274055)"
I152079868,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,E13,581,,2015-09-24 08:30:00,2015,9,Thursday,8,Part One,CENTRE ST,42.32286691,-71.10367266,"(42.32286691, -71.10367266)"
I152079834,00724,Auto Theft,AUTO THEFT,D14,784,,2015-09-25 10:30:55,2015,9,Friday,10,Part One,MONASTERY RD,42.34610424,-71.14626953,"(42.34610424, -71.14626953)"
I152079827,00724,Auto Theft,AUTO THEFT,C11,364,,2015-09-24 17:00:00,2015,9,Thursday,17,Part One,WHITTEN ST,42.29375500,-71.05789109,"(42.29375500, -71.05789109)"
I152079800,00724,Auto Theft,AUTO THEFT,B3,74,,2015-09-25 08:57:00,2015,9,Friday,8,Part One,NEW CHARDON ST,42.36260750,-71.06132725,"(42.36260750, -71.06132725)"
I152079792,00724,Auto Theft,AUTO THEFT,C11,374,,2015-09-25 08:32:00,2015,9,Friday,8,Part One,MCKONE ST,42.29008831,-71.04727944,"(42.29008831, -71.04727944)"
I152079744,00724,Auto Theft,AUTO THEFT,E5,560,,2015-09-23 23:00:00,2015,9,Wednesday,23,Part One,WASHINGTON ST,42.28537376,-71.12928626,"(42.28537376, -71.12928626)"
