INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182070933,00724,Auto Theft,AUTO THEFT,B2,330,,2018-09-03 21:25:00,2018,9,Monday,21,Part One,NORMANDY ST,42.30607218,-71.08273260,"(42.30607218, -71.08273260)"
I182070844,00724,Auto Theft,AUTO THEFT,D4,154,,2018-09-03 15:01:00,2018,9,Monday,15,Part One,TREMONT ST,42.34112890,-71.07692951,"(42.34112890, -71.07692951)"
I182070766,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,623,,2018-09-02 20:00:00,2018,9,Sunday,20,Part One,COMMONWEALTH AVE,42.34880461,-71.09392554,"(42.34880461, -71.09392554)"
I182070610,00724,Auto Theft,AUTO THEFT,B3,449,,2018-09-02 18:20:00,2018,9,Sunday,18,Part One,SPENCER ST,42.29293522,-71.07575826,"(42.29293522, -71.07575826)"
I182070563,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,135,,2018-09-01 23:00:00,2018,9,Saturday,23,Part One,BEACON ST,42.35275712,-71.08240215,"(42.35275712, -71.08240215)"
I182070430,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,, ,,2018-09-02 00:17:00,2018,9,Sunday,0,Part One,,42.33359095,-71.07342099,"(42.33359095, -71.07342099)"
I182070405,00724,Auto Theft,AUTO THEFT,C11,358,,2018-09-01 22:09:00,2018,9,Saturday,22,Part One,WASHINGTON ST,42.29569680,-71.07214055,"(42.29569680, -71.07214055)"
I182070358,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),E18,520,,2018-09-01 18:00:00,2018,9,Saturday,18,Other,HYDE PARK AVE,42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
I182070338,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D14,939,,2018-09-01 17:18:00,2018,9,Saturday,17,Other,FANEUIL ST,42.35555336,-71.15274721,"(42.35555336, -71.15274721)"
I182070334,00724,Auto Theft,AUTO THEFT,B2,326,,2018-09-01 16:24:00,2018,9,Saturday,16,Part One,BLUE HILL AVE,42.31162834,-71.08094294,"(42.31162834, -71.08094294)"
I182070331,00724,Auto Theft,AUTO THEFT,C11,235,,2018-09-01 16:15:00,2018,9,Saturday,16,Part One,CARSON ST,42.31975730,-71.05428941,"(42.31975730, -71.05428941)"
I182070243,00724,Auto Theft,AUTO THEFT,C6,231,,2018-09-01 10:35:29,2018,9,Saturday,10,Part One,E SEVENTH ST,42.33235328,-71.03222702,"(42.33235328, -71.03222702)"
I182070215,00724,Auto Theft,AUTO THEFT,C11,364,,2018-08-31 17:45:00,2018,8,Friday,17,Part One,ADAMS ST,42.29443670,-71.05661774,"(42.29443670, -71.05661774)"
I182070206,00724,Auto Theft,AUTO THEFT,B3,463,,2018-09-01 01:00:00,2018,9,Saturday,1,Part One,AMERICAN LEGION HWY,42.29708829,-71.09095546,"(42.29708829, -71.09095546)"
I182070192,00724,Auto Theft,AUTO THEFT,B2,182,,2018-09-01 06:23:00,2018,9,Saturday,6,Part One,NORFOLK AVE,42.32503262,-71.06915744,"(42.32503262, -71.06915744)"
I182070023,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,604,,2018-08-31 00:30:00,2018,8,Friday,0,Part One,OSWALD ST,42.33125670,-71.10418684,"(42.33125670, -71.10418684)"
I182069991,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,397,,2018-08-30 12:00:00,2018,8,Thursday,12,Part One,TALBOT AVE,42.29004971,-71.07021576,"(42.29004971, -71.07021576)"
I182069974,00724,Auto Theft,AUTO THEFT,B2,604,,2018-08-29 11:50:00,2018,8,Wednesday,11,Part One,SACHEM ST,42.33151289,-71.10494901,"(42.33151289, -71.10494901)"
I182069927,00724,Auto Theft,AUTO THEFT,E13,646,,2018-08-31 10:54:00,2018,8,Friday,10,Part One,CENTRE ST,42.31069447,-71.11468072,"(42.31069447, -71.11468072)"
I182069923,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C6,220,,2018-08-31 10:25:00,2018,8,Friday,10,Part One,E BROADWAY,42.33546813,-71.04489149,"(42.33546813, -71.04489149)"
I182069905,00724,Auto Theft,AUTO THEFT,E18,497,,2018-08-30 22:53:00,2018,8,Thursday,22,Part One,BRADLEE CT,42.26982567,-71.11699322,"(42.26982567, -71.11699322)"
I182069888,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,404,,2018-08-30 17:30:00,2018,8,Thursday,17,Part One,DORCHESTER AVE,42.27673598,-71.06683537,"(42.27673598, -71.06683537)"
I182069797,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B3,457,,2018-08-26 04:00:00,2018,8,Sunday,4,Part One,MCLELLAN ST,42.30084929,-71.08522128,"(42.30084929, -71.08522128)"
I182069787,00724,Auto Theft,AUTO THEFT,C11,362,,2018-08-10 16:00:00,2018,8,Friday,16,Part One,ALLSTON ST,42.29325616,-71.06724012,"(42.29325616, -71.06724012)"
I182069643,00724,Auto Theft,AUTO THEFT,B3,428,,2018-08-30 13:38:00,2018,8,Thursday,13,Part One,LESTON ST,42.28261082,-71.09079757,"(42.28261082, -71.09079757)"
I182069315,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C11,336,,2018-08-29 12:28:00,2018,8,Wednesday,12,Other,BOWDOIN ST,42.30406551,-71.07003320,"(42.30406551, -71.07003320)"
I182069302,00724,Auto Theft,AUTO THEFT,B2,312,,2018-08-29 11:36:00,2018,8,Wednesday,11,Part One,CRAWFORD ST,42.31697701,-71.09163128,"(42.31697701, -71.09163128)"
I182069233,00724,Auto Theft,AUTO THEFT,C11,339,,2018-08-28 20:00:00,2018,8,Tuesday,20,Part One,HANCOCK ST,42.30855033,-71.05874703,"(42.30855033, -71.05874703)"
I182069204,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,A7,907,,2018-08-29 02:30:00,2018,8,Wednesday,2,Part One,SUMNER ST,42.36996399,-71.04221810,"(42.36996399, -71.04221810)"
I182069196,00724,Auto Theft,AUTO THEFT,C11,357,,2018-08-28 23:45:00,2018,8,Tuesday,23,Part One,DAKOTA ST,42.29938509,-71.06978865,"(42.29938509, -71.06978865)"
I182069115,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D14,786,,2018-08-27 22:00:00,2018,8,Monday,22,Part One,LANARK RD,42.34056056,-71.14711120,"(42.34056056, -71.14711120)"
I182069021,00724,Auto Theft,AUTO THEFT,C11, ,,2018-08-21 14:18:00,2018,8,Tuesday,14,Part One,,42.30521265,-71.06836170,"(42.30521265, -71.06836170)"
I182068829,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,294,,2018-08-23 18:00:00,2018,8,Thursday,18,Part One,REGENT ST,42.32458564,-71.08580979,"(42.32458564, -71.08580979)"
I182068804,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),E18,513,,2018-08-27 17:19:00,2018,8,Monday,17,Other,SPRING HILL RD,42.25215294,-71.11183303,"(42.25215294, -71.11183303)"
I182068797,00724,Auto Theft,AUTO THEFT,C6,217,,2018-08-23 21:00:00,2018,8,Thursday,21,Part One,MERCER ST,42.33223641,-71.04900521,"(42.33223641, -71.04900521)"
I182068679,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D4,621,,2018-08-27 09:38:00,2018,8,Monday,9,Other,MARLBOROUGH ST,42.34979403,-71.09034640,"(42.34979403, -71.09034640)"
I182068422,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B2,324,,2018-08-26 13:45:00,2018,8,Sunday,13,Other,BLUE HILL AVE,42.31709355,-71.07802977,"(42.31709355, -71.07802977)"
I182068422,00724,Auto Theft,AUTO THEFT,B2,324,,2018-08-26 13:45:00,2018,8,Sunday,13,Part One,BLUE HILL AVE,42.31709355,-71.07802977,"(42.31709355, -71.07802977)"
I182068354,00724,Auto Theft,AUTO THEFT,B3,456,,2018-08-11 21:30:00,2018,8,Saturday,21,Part One,ELLINGTON ST,42.30154555,-71.08118184,"(42.30154555, -71.08118184)"
I182068347,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C6,234,,2018-08-25 22:30:00,2018,8,Saturday,22,Part One,E EIGHTH ST,42.33140213,-71.03947587,"(42.33140213, -71.03947587)"
I182068132,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,B2,263,,2018-08-25 12:36:00,2018,8,Saturday,12,Part One,BLUE HILL AVE,42.32324394,-71.07642483,"(42.32324394, -71.07642483)"
I182068078,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C6,201,,2018-08-20 22:00:00,2018,8,Monday,22,Part One,C ST,42.34039076,-71.05168188,"(42.34039076, -71.05168188)"
I182068028,00724,Auto Theft,AUTO THEFT,A1, ,,2018-08-24 22:30:00,2018,8,Friday,22,Part One,,42.35965156,-71.05179963,"(42.35965156, -71.05179963)"
I182068007,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,605,,2018-08-24 20:58:00,2018,8,Friday,20,Part One,HUNTINGTON AVE,42.33326323,-71.10848410,"(42.33326323, -71.10848410)"
I182067845,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C6,914,,2018-08-24 11:08:00,2018,8,Friday,11,Part One,HENRY STERLING SQ,42.32648547,-71.05487817,"(42.32648547, -71.05487817)"
I182067778,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B2,587,,2018-08-24 10:09:00,2018,8,Friday,10,Other,OSCAR ST,42.33011785,-71.09707422,"(42.33011785, -71.09707422)"
I182067775,00724,Auto Theft,AUTO THEFT,E18,500,,2018-08-23 23:00:00,2018,8,Thursday,23,Part One,AMERICAN LEGION HWY,42.28130405,-71.11573817,"(42.28130405, -71.11573817)"
I182067699,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C6,186,,2018-08-23 22:45:00,2018,8,Thursday,22,Other,MASSACHUSETTS AVE,42.32553801,-71.06579592,"(42.32553801, -71.06579592)"
I182067659,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C6,203,,2018-08-23 17:30:00,2018,8,Thursday,17,Part One,D ST,42.34380224,-71.04510461,"(42.34380224, -71.04510461)"
I182067652,00724,Auto Theft,AUTO THEFT,A1,115,,2018-08-23 18:30:00,2018,8,Thursday,18,Part One,EAST ST,42.35166142,-71.05724609,"(42.35166142, -71.05724609)"
I182067637,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,A1, ,,2018-08-23 08:55:00,2018,8,Thursday,8,Part One,HIGH ST,,,"(0.00000000, 0.00000000)"
I182067576,00724,Auto Theft,AUTO THEFT,B2,321,,2018-08-18 20:00:00,2018,8,Saturday,20,Part One,WARREN ST,42.31158604,-71.08295318,"(42.31158604, -71.08295318)"
I182067520,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B3,431,,2018-08-23 13:35:00,2018,8,Thursday,13,Part One,CALLENDER ST,42.28816791,-71.08760718,"(42.28816791, -71.08760718)"
I182067467,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,462,,2018-08-22 18:00:00,2018,8,Wednesday,18,Part One,ROSSETER ST,42.30116123,-71.07284279,"(42.30116123, -71.07284279)"
I182067439,00724,Auto Theft,AUTO THEFT,C11,345,,2018-08-22 19:30:00,2018,8,Wednesday,19,Part One,RIDGEWOOD ST,42.30209443,-71.06575183,"(42.30209443, -71.06575183)"
I182067310,00724,Auto Theft,AUTO THEFT,B3,437,,2018-08-22 19:23:00,2018,8,Wednesday,19,Part One,DARLINGTON ST,42.28927826,-71.07581493,"(42.28927826, -71.07581493)"
I182067141,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),A7,12,,2018-08-22 11:03:00,2018,8,Wednesday,11,Other,WILLIAM F MCCLELLAN HWY,42.38831841,-71.01600449,"(42.38831841, -71.01600449)"
I182067102,00724,Auto Theft,AUTO THEFT,C6,177,,2018-08-19 15:00:00,2018,8,Sunday,15,Part One,SOUTHAMPTON ST,42.33210843,-71.07014395,"(42.33210843, -71.07014395)"
I182066857,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),A7,26,,2018-08-21 09:49:00,2018,8,Tuesday,9,Other,BORDER ST,42.37957532,-71.04011349,"(42.37957532, -71.04011349)"
I182066766,00724,Auto Theft,AUTO THEFT,C6,177,,2018-08-21 00:15:00,2018,8,Tuesday,0,Part One,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I182066753,00724,Auto Theft,AUTO THEFT,D4,158,,2018-08-20 20:00:00,2018,8,Monday,20,Part One,TREMONT ST,42.34218704,-71.07494905,"(42.34218704, -71.07494905)"
I182066738,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,155,,2018-08-19 20:00:00,2018,8,Sunday,20,Part One,WORCESTER ST,42.34102033,-71.07972113,"(42.34102033, -71.07972113)"
I182066682,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,620,,2018-08-19 23:00:00,2018,8,Sunday,23,Part One,NORWAY ST,42.34535675,-71.08909650,"(42.34535675, -71.08909650)"
I182066673,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B2,301,,2018-08-20 08:10:00,2018,8,Monday,8,Other,HIGHLAND ST,42.32339127,-71.09547475,"(42.32339127, -71.09547475)"
I182066657,00724,Auto Theft,AUTO THEFT,A15,59,,2018-08-20 17:45:00,2018,8,Monday,17,Part One,WASHINGTON ST,42.37295916,-71.06462811,"(42.37295916, -71.06462811)"
I182066654,00724,Auto Theft,AUTO THEFT,C6,234,,2018-08-20 17:39:00,2018,8,Monday,17,Part One,E EIGHTH ST,42.33142637,-71.03820913,"(42.33142637, -71.03820913)"
I182066556,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,158,,2018-08-19 22:00:00,2018,8,Sunday,22,Part One,W BROOKLINE ST,42.34053727,-71.07360437,"(42.34053727, -71.07360437)"
I182066529,00724,Auto Theft,AUTO THEFT,B2,288,,2018-08-20 11:30:00,2018,8,Monday,11,Part One,ROXBURY ST,42.32952036,-71.08530641,"(42.32952036, -71.08530641)"
I182066518,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D4,135,,2018-08-20 09:02:00,2018,8,Monday,9,Other,BEACON ST,42.35335717,-71.08017703,"(42.35335717, -71.08017703)"
I182066498,00724,Auto Theft,AUTO THEFT,B3, ,,2018-08-20 08:48:00,2018,8,Monday,8,Part One,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I182066494,00724,Auto Theft,AUTO THEFT,A7,34,,2018-08-20 09:43:00,2018,8,Monday,9,Part One,WEBSTER ST,42.36508091,-71.03326690,"(42.36508091, -71.03326690)"
I182066490,00724,Auto Theft,AUTO THEFT,D4,598,,2018-08-19 21:00:00,2018,8,Sunday,21,Part One,DALTON ST,42.34702480,-71.08516365,"(42.34702480, -71.08516365)"
I182066483,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,131,,2018-08-17 20:00:00,2018,8,Friday,20,Part One,BEACON ST,42.35393998,-71.07802992,"(42.35393998, -71.07802992)"
I182066470,00724,Auto Theft,AUTO THEFT,C6,220,,2018-08-19 13:00:00,2018,8,Sunday,13,Part One,DORCHESTER ST,42.33597778,-71.04484195,"(42.33597778, -71.04484195)"
I182066461,00724,Auto Theft,AUTO THEFT,D4, ,,2018-08-19 22:00:00,2018,8,Sunday,22,Part One,COMMONWEALTH AVE,,,"(0.00000000, 0.00000000)"
I182066404,00724,Auto Theft,AUTO THEFT,D4,270,,2018-08-19 21:51:00,2018,8,Sunday,21,Part One,NORTHAMPTON ST,42.33313833,-71.07474015,"(42.33313833, -71.07474015)"
I182066404,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D4,270,,2018-08-19 21:51:00,2018,8,Sunday,21,Other,NORTHAMPTON ST,42.33313833,-71.07474015,"(42.33313833, -71.07474015)"
I182066301,00724,Auto Theft,AUTO THEFT,B2,331,,2018-08-19 01:00:00,2018,8,Sunday,1,Part One,QUINCY ST,42.31168573,-71.07111997,"(42.31168573, -71.07111997)"
I182066300,00724,Auto Theft,AUTO THEFT,B2,263,,2018-08-19 15:06:00,2018,8,Sunday,15,Part One,BLUE HILL AVE,42.32324394,-71.07642483,"(42.32324394, -71.07642483)"
I182066231,00724,Auto Theft,AUTO THEFT,D14,789,,2018-08-18 11:30:00,2018,8,Saturday,11,Part One,CHISWICK RD,42.33861137,-71.15048997,"(42.33861137, -71.15048997)"
I182066219,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,626,,2018-08-17 19:00:00,2018,8,Friday,19,Part One,QUEENSBERRY ST,42.34200380,-71.10011169,"(42.34200380, -71.10011169)"
I182066094,00724,Auto Theft,AUTO THEFT,, ,,2018-08-18 19:29:00,2018,8,Saturday,19,Part One,,42.33254716,-71.07212420,"(42.33254716, -71.07212420)"
I182066094,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),, ,,2018-08-18 19:29:00,2018,8,Saturday,19,Other,,42.33254716,-71.07212420,"(42.33254716, -71.07212420)"
I182066042,00724,Auto Theft,AUTO THEFT,B2,260,,2018-08-18 02:45:00,2018,8,Saturday,2,Part One,MAGNOLIA ST,42.31863829,-71.06984326,"(42.31863829, -71.06984326)"
I182066028,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,E5,550,,2018-08-17 20:00:00,2018,8,Friday,20,Part One,BLUE LEDGE DR,42.27348212,-71.13779498,"(42.27348212, -71.13779498)"
I182066008,00724,Auto Theft,AUTO THEFT,C6,176,,2018-08-22 10:26:00,2018,8,Wednesday,10,Part One,NEWMARKET SQ,42.33004787,-71.06665440,"(42.33004787, -71.06665440)"
I182066008,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C6,176,,2018-08-22 10:26:00,2018,8,Wednesday,10,Other,NEWMARKET SQ,42.33004787,-71.06665440,"(42.33004787, -71.06665440)"
I182065865,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B2,331,,2018-08-17 22:16:00,2018,8,Friday,22,Other,BIRD ST,42.31385973,-71.06958522,"(42.31385973, -71.06958522)"
I182065765,00724,Auto Theft,AUTO THEFT,B3,435,,2018-08-14 20:00:00,2018,8,Tuesday,20,Part One,ARMANDINE ST,42.28431486,-71.07410838,"(42.28431486, -71.07410838)"
I182065723,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,C11,240,,2018-08-15 11:00:00,2018,8,Wednesday,11,Part One,E COTTAGE ST,42.31959886,-71.06047660,"(42.31959886, -71.06047660)"
I182065678,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D4,137,,2018-08-17 10:30:00,2018,8,Friday,10,Other,DARTMOUTH ST,42.35148659,-71.07802425,"(42.35148659, -71.07802425)"
I182065643,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B2,319,,2018-08-17 10:36:00,2018,8,Friday,10,Other,MAPLE ST,42.30784206,-71.08650939,"(42.30784206, -71.08650939)"
I182065614,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,E5,563,,2018-08-16 20:30:00,2018,8,Thursday,20,Part One,WASHINGTON ST,42.28915799,-71.12522353,"(42.28915799, -71.12522353)"
I182065477,00724,Auto Theft,AUTO THEFT,C6,199,,2018-08-16 16:51:00,2018,8,Thursday,16,Part One,A ST,42.34111504,-71.05632465,"(42.34111504, -71.05632465)"
I182065416,00724,Auto Theft,AUTO THEFT,B2,325,,2018-08-11 11:00:00,2018,8,Saturday,11,Part One,DACIA ST,42.31484522,-71.07738943,"(42.31484522, -71.07738943)"
I182065400,00724,Auto Theft,AUTO THEFT,C11,255,,2018-08-16 13:30:00,2018,8,Thursday,13,Part One,DORCHESTER AVE,42.31168453,-71.05750327,"(42.31168453, -71.05750327)"
I182065359,00724,Auto Theft,AUTO THEFT,C6,178,,2018-08-16 11:15:00,2018,8,Thursday,11,Part One,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I182065359,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C6,178,,2018-08-16 11:15:00,2018,8,Thursday,11,Other,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I182065336,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C11,397,,2018-08-16 10:11:00,2018,8,Thursday,10,Other,LITHGOW ST,42.29037227,-71.06845477,"(42.29037227, -71.06845477)"
I182065330,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D4,272,,2018-08-16 08:43:11,2018,8,Thursday,8,Other,E LENOX ST,42.33406106,-71.07756250,"(42.33406106, -71.07756250)"
I182065254,00724,Auto Theft,AUTO THEFT,B2,182,,2018-08-15 23:00:00,2018,8,Wednesday,23,Part One,CLIFTON ST,42.32173572,-71.07020428,"(42.32173572, -71.07020428)"
I182065183,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,311,,2018-08-14 10:00:00,2018,8,Tuesday,10,Part One,CLIFFORD ST,42.31985444,-71.07972518,"(42.31985444, -71.07972518)"
I182065108,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,C11,254,,2018-05-30 23:59:00,2018,5,Wednesday,23,Part One,FREEPORT ST,42.30468252,-71.05627865,"(42.30468252, -71.05627865)"
I182064873,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,144,,2018-08-10 12:00:00,2018,8,Friday,12,Part One,SAINT GERMAIN ST,42.34571916,-71.08562464,"(42.34571916, -71.08562464)"
I182064860,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C6,174,,2018-08-14 17:50:00,2018,8,Tuesday,17,Other,FRONTAGE RD,42.33796886,-71.06408210,"(42.33796886, -71.06408210)"
I182064840,00724,Auto Theft,AUTO THEFT,D14,802,,2018-07-18 13:44:00,2018,7,Wednesday,13,Part One,HARVARD AVE,42.35486542,-71.13259322,"(42.35486542, -71.13259322)"
I182064840,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,D14,802,,2018-07-18 13:44:00,2018,7,Wednesday,13,Part One,HARVARD AVE,42.35486542,-71.13259322,"(42.35486542, -71.13259322)"
I182064592,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,132,,2018-08-13 21:02:00,2018,8,Monday,21,Part One,MARLBOROUGH ST,42.35433643,-71.07323767,"(42.35433643, -71.07323767)"
I182064545,00724,Auto Theft,AUTO THEFT,A15,900,,2018-08-12 21:00:00,2018,8,Sunday,21,Part One,POLK ST,42.37912706,-71.06122663,"(42.37912706, -71.06122663)"
I182064449,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,E18,544,,2017-03-22 09:00:00,2017,3,Wednesday,9,Part One,AUSTIN ST,42.25768764,-71.12641770,"(42.25768764, -71.12641770)"
I182064445,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D14,793,,2018-08-11 20:00:00,2018,8,Saturday,20,Part One,COMMONWEALTH AVE,42.34795358,-71.13630736,"(42.34795358, -71.13630736)"
I182064425,00724,Auto Theft,AUTO THEFT,D4,155,,2018-08-12 19:00:00,2018,8,Sunday,19,Part One,W SPRINGFIELD ST,42.34041441,-71.08031699,"(42.34041441, -71.08031699)"
I182064249,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,131,,2018-08-11 13:00:00,2018,8,Saturday,13,Part One,BEACON ST,42.35393998,-71.07802992,"(42.35393998, -71.07802992)"
I182064172,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,135,,2018-08-11 21:30:00,2018,8,Saturday,21,Part One,BEACON ST,42.35335717,-71.08017703,"(42.35335717, -71.08017703)"
I182064158,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),A15,44,,2018-08-12 06:44:00,2018,8,Sunday,6,Other,MEDFORD ST,42.38048207,-71.06087725,"(42.38048207, -71.06087725)"
I182064152,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D14,790,,2018-08-11 22:30:00,2018,8,Saturday,22,Part One,SUTHERLAND RD,42.33815268,-71.14955832,"(42.33815268, -71.14955832)"
I182064041,00724,Auto Theft,AUTO THEFT,B3,441,,2018-08-11 21:27:00,2018,8,Saturday,21,Part One,WALES ST,42.29413563,-71.08341129,"(42.29413563, -71.08341129)"
I182063933,00724,Auto Theft,AUTO THEFT,E13,607,,2018-08-09 08:00:00,2018,8,Thursday,8,Part One,HEATH ST,42.32665471,-71.10679596,"(42.32665471, -71.10679596)"
I182063916,00724,Auto Theft,AUTO THEFT,B2,291,,2018-08-10 22:15:00,2018,8,Friday,22,Part One,CENTRE ST,42.32955354,-71.09357444,"(42.32955354, -71.09357444)"
I182063755,00724,Auto Theft,AUTO THEFT,D14,771,,2018-08-09 21:00:00,2018,8,Thursday,21,Part One,DIGHTON ST,42.34761593,-71.15449730,"(42.34761593, -71.15449730)"
I182063750,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B3,435,,2018-08-10 21:04:00,2018,8,Friday,21,Part One,DUNBAR AVE,42.28646063,-71.07268587,"(42.28646063, -71.07268587)"
I182063713,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C6,231,,2018-07-26 14:00:00,2018,7,Thursday,14,Part One,O ST,42.33268721,-71.02913925,"(42.33268721, -71.02913925)"
I182063710,00724,Auto Theft,AUTO THEFT,C6,914,,2018-08-10 01:15:00,2018,8,Friday,1,Part One,DORCHESTER AVE,42.32683565,-71.05688439,"(42.32683565, -71.05688439)"
I182063676,00724,Auto Theft,AUTO THEFT,B2,325,,2018-08-10 14:45:00,2018,8,Friday,14,Part One,DACIA ST,42.31543909,-71.07716338,"(42.31543909, -71.07716338)"
I182063582,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,A7,11,,2018-06-04 14:00:00,2018,6,Monday,14,Part One,WILLIAM F MCCLELLAN HWY,42.39352862,-71.01158244,"(42.39352862, -71.01158244)"
I182063580,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,A7,11,,2018-06-11 16:02:00,2018,6,Monday,16,Part One,WILLIAM F MCCLELLAN HWY,42.39352862,-71.01158244,"(42.39352862, -71.01158244)"
